city,state_name,lat,lng,population,location_id
Bountiful,Utah,40.8721,-111.8647,45353,2027
Keller,Texas,32.9335,-97.2256,45320,2028
Morgan Hill,California,37.1325,-121.6419,45291,2029
Sierra Vista,Arizona,31.563,-110.3153,45212,2030
Sayreville,New Jersey,40.4656,-74.3237,45136,2031
Odenton,Maryland,39.0661,-76.6938,45026,2032
Cleveland Heights,Ohio,41.5113,-81.5636,45002,2033
Gallatin,Tennessee,36.3782,-86.4698,44947,2034
Plainfield,Illinois,41.6207,-88.2253,44941,2035
Palm Springs,California,33.8017,-116.5382,44935,2036
Riverton,Utah,40.5176,-111.9636,44864,2037
West Lafayette,Indiana,40.4432,-86.9238,44861,2038
Brentwood,Tennessee,35.9918,-86.7758,44830,2039
Cutler Bay,Florida,25.5765,-80.3356,44738,2040
Lake Ridge,Virginia,38.6847,-77.3066,44720,2041
Whitney,Nevada,36.1008,-115.0379,44720,2042
Pahrump,Nevada,36.2235,-115.9974,44711,2043
North Lauderdale,Florida,26.2113,-80.2209,44635,2044
Fairfield,Ohio,39.3301,-84.5409,44602,2045
Wentzville,Missouri,38.8153,-90.8669,44584,2046
Salem,Massachusetts,42.5129,-70.9021,44541,2047
Fond du Lac,Wisconsin,43.7718,-88.4397,44527,2048
Rohnert Park,California,38.3479,-122.6965,44461,2049
Mankato,Minnesota,44.1715,-93.9772,44444,2050
Moorhead,Minnesota,46.8673,-96.7461,44443,2051
The Colony,Texas,33.0925,-96.8976,44323,2052
Burke,Virginia,38.7773,-77.2633,44228,2053
Freeport,New York,40.6515,-73.585,44210,2054
El Centro,California,32.7865,-115.5595,44184,2055
Shakopee,Minnesota,44.7745,-93.4772,44135,2056
Wilkes-Barre,Pennsylvania,41.2469,-75.876,44123,2057
Lompoc,California,34.6618,-120.4714,44086,2058
Hicksville,New York,40.7637,-73.5245,44084,2059
Oakland Park,Florida,26.178,-80.1528,44056,2060
Lombard,Illinois,41.8741,-88.0157,44055,2061
Concord,New Hampshire,43.2305,-71.5595,44049,2062
Pittsfield,Massachusetts,42.4517,-73.2605,43730,2063
Greenacres,Florida,26.627,-80.1371,43651,2064
Oakley,California,37.9929,-121.6952,43525,2065
Linden,New Jersey,40.6251,-74.2383,43478,2066
Campbell,California,37.2802,-121.9539,43464,2067
Danville,California,37.8121,-121.9698,43449,2068
North Miami Beach,Florida,25.9302,-80.1659,43269,2069
Clermont,Florida,28.5325,-81.7208,43266,2070
San Bruno,California,37.6256,-122.4313,43218,2071
Channelview,Texas,29.7914,-95.1144,43204,2072
Trujillo Alto,Puerto Rico,18.3599,-66.0096,43192,2073
Ormond Beach,Florida,29.2985,-81.1014,43127,2074
Huber Heights,Ohio,39.8595,-84.113,43095,2075
Woonsocket,Rhode Island,42.001,-71.4993,43029,2076
Buffalo Grove,Illinois,42.1675,-87.9615,42934,2077
West Babylon,New York,40.7129,-73.3585,42783,2078
Catonsville,Maryland,39.2646,-76.7424,42767,2079
Altadena,California,34.1927,-118.1346,42719,2080
Edmonds,Washington,47.8115,-122.3533,42705,2081
Linton Hall,Virginia,38.7551,-77.575,42702,2082
Spanish Fork,Utah,40.1101,-111.6405,42694,2083
Newnan,Georgia,33.3767,-84.7761,42689,2084
Vineyard,California,38.474,-121.324,42657,2085
Jefferson City,Missouri,38.5676,-92.1759,42644,2086
Manassas,Virginia,38.7479,-77.4838,42620,2087
Woodbridge,Virginia,38.6409,-77.258,42619,2088
Puyallup,Washington,47.1793,-122.2902,42610,2089
Schertz,Texas,29.565,-98.2535,42545,2090
Coppell,Texas,32.9639,-96.9903,42513,2091
Danville,Virginia,36.5831,-79.4088,42507,2092
North Fort Myers,Florida,26.7244,-81.8485,42492,2093
Columbia,Tennessee,35.6238,-87.0484,42474,2094
Moline,Illinois,41.4821,-90.492,42452,2095
Beverly,Massachusetts,42.5681,-70.8627,42414,2096
Midland,Michigan,43.6241,-84.2319,42404,2097
Annandale,Virginia,38.8324,-77.196,42330,2098
Coachella,California,33.6905,-116.143,42279,2099
Woodlawn,Maryland,39.3054,-76.7489,42239,2100
Meadow Woods,Florida,28.3698,-81.3467,42207,2101
Coram,New York,40.8812,-73.0059,42169,2102
Belleville,Illinois,38.5164,-89.99,42155,2103
Peachtree Corners,Georgia,33.967,-84.232,42147,2104
Hollister,California,36.8555,-121.3986,42093,2105
Holly Springs,North Carolina,35.6526,-78.8399,42023,2106
Delaware,Ohio,40.2851,-83.0741,41926,2107
Rancho Palos Verdes,California,33.7554,-118.3634,41805,2108
Waxahachie,Texas,32.4035,-96.8446,41801,2109
Mableton,Georgia,33.8133,-84.5655,41647,2110
Fitchburg,Massachusetts,42.5912,-71.8156,41621,2111
Bullhead City,Arizona,35.1205,-114.5461,41593,2112
Grove City,Ohio,39.8654,-83.069,41423,2113
Maplewood,Minnesota,44.9842,-93.0247,41405,2114
Marion,Iowa,42.0451,-91.585,41401,2115
Marlborough,Massachusetts,42.3494,-71.5468,41391,2116
Brookfield,Wisconsin,43.064,-88.1231,41342,2117
French Valley,California,33.5999,-117.1069,41239,2118
Shelton,Connecticut,41.306,-73.1383,41206,2119
Pine Bluff,Arkansas,34.2116,-92.0173,41172,2120
Kearny,New Jersey,40.7528,-74.1202,41157,2121
Hallandale Beach,Florida,25.9854,-80.1423,41102,2122
Germantown,Tennessee,35.0829,-89.7824,41094,2123
Milton,Georgia,34.1353,-84.3139,41029,2124
Woburn,Massachusetts,42.4869,-71.1543,40992,2125
Lancaster,Texas,32.5922,-96.7739,40958,2126
Reynoldsburg,Ohio,39.9588,-82.7943,40926,2127
Covington,Kentucky,39.0334,-84.5166,40923,2128
Friendswood,Texas,29.511,-95.1981,40888,2129
Weslaco,Texas,26.1599,-97.9877,40858,2130
Land O' Lakes,Florida,28.2075,-82.4476,40843,2131
Essex,Maryland,39.3021,-76.4449,40842,2132
Bartlett,Illinois,41.9804,-88.2071,40829,2133
Westfield,Massachusetts,42.1382,-72.7561,40794,2134
Annapolis,Maryland,38.9706,-76.5047,40719,2135
DeKalb,Illinois,41.9314,-88.7481,40697,2136
Cedar Falls,Iowa,42.5195,-92.4536,40686,2137
Lancaster,Ohio,39.7248,-82.6049,40616,2138
Brighton,Colorado,39.9716,-104.7963,40569,2139
Crystal Lake,Illinois,42.2333,-88.3351,40463,2140
Lake Oswego,Oregon,45.4129,-122.7004,40457,2141
Severna Park,Maryland,39.087,-76.5687,40452,2142
Findlay,Ohio,41.0469,-83.6379,40408,2143
Saratoga Springs,Utah,40.345,-111.9154,40391,2144
New Berlin,Wisconsin,42.9726,-88.1291,40387,2145
Culver City,California,34.0058,-118.3968,40357,2146
Indian Trail,North Carolina,35.0699,-80.6452,40325,2147
Duncanville,Texas,32.646,-96.9127,40288,2148
Valley Stream,New York,40.6647,-73.7043,40288,2149
Clinton,Maryland,38.7499,-76.9063,40224,2150
The Acreage,Florida,26.774,-80.2779,40160,2151
Romeoville,Illinois,41.6318,-88.0997,40132,2152
Hurst,Texas,32.8353,-97.1809,40053,2153
Post Falls,Idaho,47.7213,-116.9384,40002,2154
Hutchinson,Kansas,38.0671,-97.9081,39995,2155
Chelsea,Massachusetts,42.3959,-71.0325,39890,2156
Waipahu,Hawaii,21.3859,-158.0101,39873,2157
Lynnwood,Washington,47.8284,-122.3033,39867,2158
Lincoln Park,Michigan,42.2432,-83.1811,39807,2159
Fort Lee,New Jersey,40.8509,-73.9713,39799,2160
Cape Girardeau,Missouri,37.3109,-89.5597,39795,2161
Hobbs,New Mexico,32.7281,-103.16,39782,2162
Carol Stream,Illinois,41.9181,-88.1307,39656,2163
Plant City,Florida,28.014,-82.1201,39655,2164
Aventura,Florida,25.9566,-80.1371,39621,2165
Lebanon,Tennessee,36.204,-86.3481,39562,2166
Streamwood,Illinois,42.0209,-88.1779,39556,2167
Oviedo,Florida,28.658,-81.1872,39552,2168
Mount Juliet,Tennessee,36.199,-86.5115,39525,2169
Quincy,Illinois,39.9336,-91.3799,39441,2170
Issaquah,Washington,47.5439,-122.0471,39400,2171
Parkland,Washington,47.1417,-122.4376,39398,2172
Park Ridge,Illinois,42.0125,-87.8436,39368,2173
Cottage Grove,Minnesota,44.8161,-92.9274,39274,2174
Bell Gardens,California,33.9663,-118.155,39263,2175
San Gabriel,California,34.0949,-118.099,39211,2176
Warren,Ohio,41.239,-80.8174,39204,2177
Security-Widefield,Colorado,38.7489,-104.7142,39150,2178
Grants Pass,Oregon,42.4333,-123.3317,39131,2179
Keizer,Oregon,45.0028,-123.0243,39122,2180
Roy,Utah,41.1714,-112.0485,39064,2181
Bettendorf,Iowa,41.5657,-90.4765,38997,2182
Westerville,Ohio,40.1241,-82.921,38911,2183
Royal Palm Beach,Florida,26.7038,-80.2241,38874,2184
Apache Junction,Arizona,33.3985,-111.535,38855,2185
Navarre,Florida,30.4174,-86.8907,38829,2186
Wheeling,Illinois,42.1308,-87.924,38823,2187
Lake Stevens,Washington,48.0024,-122.0953,38816,2188
Rexburg,Idaho,43.8226,-111.7919,38803,2189
Urbana,Illinois,40.1107,-88.1973,38741,2190
Rosenberg,Texas,29.5456,-95.8223,38722,2191
West Fargo,North Dakota,46.8573,-96.9057,38653,2192
La Presa,California,32.711,-117.0027,38618,2193
Menomonee Falls,Wisconsin,43.1487,-88.1227,38610,2194
Vestavia Hills,Alabama,33.4518,-86.7437,38600,2195
Calexico,California,32.6849,-115.4944,38599,2196
Valrico,Florida,27.9193,-82.2293,38594,2197
La Vergne,Tennessee,36.02,-86.5586,38553,2198
Atlantic City,New Jersey,39.3797,-74.4527,38487,2199
Clovis,New Mexico,34.4376,-103.1923,38453,2200
Peachtree City,Georgia,33.3942,-84.571,38414,2201
Phenix City,Alabama,32.4585,-85.0253,38413,2202
DeLand,Florida,29.0225,-81.2875,38392,2203
Mechanicsville,Virginia,37.6263,-77.3561,38328,2204
Stanton,California,33.8003,-117.9935,38271,2205
Holyoke,Massachusetts,42.2125,-72.6411,38210,2206
Winter Springs,Florida,28.6889,-81.2703,38205,2207
Owasso,Oklahoma,36.2878,-95.8311,38134,2208
Prattville,Alabama,32.4597,-86.4573,38124,2209
East Point,Georgia,33.6696,-84.4701,38113,2210
Pacifica,California,37.6113,-122.4782,38048,2211
Hot Springs,Arkansas,34.4892,-93.0501,38025,2212
Adelanto,California,34.5814,-117.4397,37960,2213
Princeton,Florida,25.5396,-80.3971,37954,2214
Northglenn,Colorado,39.9108,-104.9783,37948,2215
Tupelo,Mississippi,34.2692,-88.7318,37939,2216
La Quinta,California,33.6536,-116.2785,37933,2217
Elmont,New York,40.7033,-73.7078,37866,2218
Mission Bend,Texas,29.6948,-95.6658,37853,2219
Montclair,California,34.0715,-117.6981,37842,2220
La Puente,California,34.0323,-117.9533,37835,2221
Carpentersville,Illinois,42.1227,-88.2896,37834,2222
Sun City,Arizona,33.6165,-112.2819,37748,2223
Portage,Indiana,41.5856,-87.1797,37737,2224
Hilton Head Island,South Carolina,32.1896,-80.7499,37708,2225
Riviera Beach,Florida,26.7813,-80.0741,37668,2226
Monrovia,California,34.165,-117.9921,37656,2227
Foothill Farms,California,38.6867,-121.3475,37635,2228
Rome,Georgia,34.2662,-85.1863,37621,2229
South Valley,New Mexico,35.0093,-106.6819,37601,2230
New Albany,Indiana,38.309,-85.8234,37598,2231
Lewiston,Maine,44.0915,-70.1681,37577,2232
Winchester,Nevada,36.1365,-115.137,37531,2233
Greenfield,Wisconsin,42.9619,-88.0052,37521,2234
Georgetown,Kentucky,38.2247,-84.5487,37510,2235
Evans,Georgia,33.5619,-82.1351,37456,2236
Pleasant Grove,Utah,40.3716,-111.7412,37453,2237
Oregon City,Oregon,45.3418,-122.5924,37418,2238
Bartlesville,Oklahoma,36.7365,-95.9456,37314,2239
Rock Island,Illinois,41.4699,-90.5827,37264,2240
Hanover Park,Illinois,41.9818,-88.1446,37222,2241
Leavenworth,Kansas,39.3239,-94.924,37193,2242
Martinez,California,37.9985,-122.1161,37093,2243
Greer,South Carolina,34.933,-82.2313,37010,2244
Tucker,Georgia,33.8436,-84.2024,36994,2245
Richmond West,Florida,25.6105,-80.4297,36964,2246
Muskogee,Oklahoma,35.7432,-95.3567,36933,2247
Claremont,California,34.1259,-117.7153,36891,2248
Kearns,Utah,40.6519,-112.0095,36862,2249
East Meadow,New York,40.7197,-73.5604,36856,2250
Wildomar,California,33.6173,-117.2582,36822,2251
Richfield,Minnesota,44.8763,-93.2829,36809,2252
Estero,Florida,26.4276,-81.7951,36685,2253
Beloit,Wisconsin,42.523,-89.0184,36642,2254
Oakton,Virginia,38.8887,-77.3016,36529,2255
Central Islip,New York,40.7836,-73.1945,36519,2256
Franklin,Wisconsin,42.8854,-88.0104,36513,2257
Upper Arlington,Ohio,40.0272,-83.0704,36500,2258
Copperas Cove,Texas,31.1192,-97.914,36436,2259
Tooele,Utah,40.5393,-112.3082,36315,2260
Oak Creek,Wisconsin,42.8803,-87.9009,36286,2261
Randallstown,Maryland,39.3723,-76.8024,36223,2262
Merrillville,Indiana,41.4728,-87.3196,36214,2263
Temple City,California,34.1022,-118.0579,36165,2264
Carrollwood,Florida,28.0577,-82.5148,36148,2265
Hilliard,Ohio,40.0353,-83.1578,36103,2266
Dunedin,Florida,28.0329,-82.7862,36089,2267
Moorpark,California,34.2861,-118.8768,36073,2268
Roseville,Minnesota,45.0155,-93.1545,36066,2269
Egypt Lake-Leto,Florida,28.0177,-82.5062,36000,2270
Farmers Branch,Texas,32.9272,-96.8804,35985,2271
Marion,Ohio,40.5973,-83.1227,35927,2272
Lauderdale Lakes,Florida,26.1682,-80.2017,35914,2273
Chillum,Maryland,38.9666,-76.9791,35908,2274
Orangevale,California,38.6881,-121.2209,35852,2275
Sun Prairie,Wisconsin,43.1825,-89.2362,35847,2276
Cedar City,Utah,37.6834,-113.0956,35812,2277
La Porte,Texas,29.6689,-95.0484,35782,2278
Commack,New York,40.8435,-73.2833,35770,2279
Norristown,Pennsylvania,40.1225,-75.3398,35712,2280
Calumet City,Illinois,41.6134,-87.5505,35708,2281
South Miami Heights,Florida,25.5886,-80.3862,35705,2282
Addison,Illinois,41.9313,-88.0085,35685,2283
Inver Grove Heights,Minnesota,44.8247,-93.0596,35673,2284
El Mirage,Arizona,33.5905,-112.3271,35652,2285
Richmond,Indiana,39.8318,-84.8905,35642,2286
Midvale,Utah,40.6148,-111.8927,35609,2287
Kendall West,Florida,25.7065,-80.4388,35606,2288
Lima,Ohio,40.741,-84.112,35555,2289
Gahanna,Ohio,40.0251,-82.8637,35529,2290
Olney,Maryland,39.1465,-77.0715,35522,2291
Torrington,Connecticut,41.8349,-73.1282,35510,2292
Kaneohe,Hawaii,21.4062,-157.7904,35493,2293
North Ridgeville,Ohio,41.3852,-82.0195,35481,2294
San Juan,Texas,26.1903,-98.152,35463,2295
Midlothian,Texas,32.4669,-96.989,35460,2296
Salisbury,North Carolina,35.6658,-80.4905,35437,2297
Socorro,Texas,31.6383,-106.2601,35429,2298
Fuquay-Varina,North Carolina,35.5953,-78.7778,35428,2299
Oakville,Missouri,38.4479,-90.3199,35412,2300
West Hollywood,California,34.0883,-118.3719,35358,2301
Westmont,California,33.9417,-118.3018,35345,2302
Fruit Cove,Florida,30.0972,-81.6175,35333,2303
Benton,Arkansas,34.5776,-92.5713,35318,2304
Brunswick,Ohio,41.2465,-81.8198,35304,2305
Wildwood,Missouri,38.58,-90.6698,35276,2306
Douglasville,Georgia,33.7384,-84.7054,35252,2307
Springville,Utah,40.1638,-111.6205,35195,2308
San Luis,Arizona,32.4911,-114.7089,35189,2309
Watertown Town,Massachusetts,42.37,-71.1774,35181,2310
Woodstock,Georgia,34.1026,-84.5091,35171,2311
Fair Oaks,Virginia,38.8653,-77.3586,35130,2312
Manhattan Beach,California,33.8894,-118.3967,35123,2313
San Juan Capistrano,California,33.5008,-117.6544,35099,2314
Plainfield,Indiana,39.6954,-86.3716,35078,2315
Owings Mills,Maryland,39.4115,-76.7913,34999,2316
Meridian,Mississippi,32.3846,-88.6896,34990,2317
Cookeville,Tennessee,36.1482,-85.5109,34967,2318
Northbrook,Illinois,42.1292,-87.8352,34950,2319
Fair Lawn,New Jersey,40.9359,-74.1177,34948,2320
Monroe,North Carolina,35.0063,-80.5596,34897,2321
Richmond,Kentucky,37.7307,-84.2925,34883,2322
University City,Missouri,38.6657,-90.3315,34850,2323
Parkland,Florida,26.3219,-80.2533,34832,2324
Oswego,Illinois,41.6834,-88.3372,34810,2325
Oildale,California,35.4293,-119.0306,34796,2326
Graham,Washington,47.0322,-122.2827,34778,2327
Mason,Ohio,39.3571,-84.3023,34768,2328
Montgomery Village,Maryland,39.1788,-77.1954,34748,2329
Long Beach,New York,40.5887,-73.666,34734,2330
Hinesville,Georgia,31.8248,-81.6137,34732,2331
Golden Glades,Florida,25.9129,-80.2013,34725,2332
Del Rio,Texas,29.3708,-100.8801,34722,2333
Goshen,Indiana,41.5743,-85.8309,34704,2334
University Place,Washington,47.2147,-122.5461,34696,2335
Butte,Montana,45.902,-112.6571,34638,2336
Huntington Station,New York,40.8446,-73.405,34588,2337
Pleasant Hill,California,37.9539,-122.0759,34504,2338
Manitowoc,Wisconsin,44.0991,-87.6812,34500,2339
Fairborn,Ohio,39.801,-84.0094,34494,2340
San Dimas,California,34.1082,-117.809,34466,2341
Stow,Ohio,41.1765,-81.4344,34459,2342
McMinnville,Oregon,45.211,-123.1918,34432,2343
College Park,Maryland,38.996,-76.9337,34416,2344
Kiryas Joel,New York,41.3411,-74.1667,34368,2345
Lakewood Ranch,Florida,27.4185,-82.3948,34346,2346
Pueblo West,Colorado,38.3465,-104.7246,34337,2347
Merritt Island,Florida,28.3139,-80.6708,34300,2348
Lewiston,Idaho,46.3934,-116.9933,34270,2349
Timberwood Park,Texas,29.6995,-98.4838,34253,2350
Sahuarita,Arizona,31.9323,-110.9654,34238,2351
Dakota Ridge,Colorado,39.6192,-105.1344,34234,2352
Prairieville,Louisiana,30.3151,-90.9571,34215,2353
Redmond,Oregon,44.2612,-121.181,34191,2354
Lufkin,Texas,31.3217,-94.7277,34165,2355
Pikesville,Maryland,39.3893,-76.702,34101,2356
Eastpointe,Michigan,42.4657,-82.9461,34087,2357
Cooper City,Florida,26.0463,-80.2862,34046,2358
Deer Park,Texas,29.6898,-95.1151,34046,2359
Westlake,Ohio,41.4524,-81.9294,34027,2360
Woodridge,Illinois,41.737,-88.0409,34027,2361
Spanaway,Washington,47.0979,-122.4233,34015,2362
Valparaiso,Indiana,41.4783,-87.0506,33991,2363
American Fork,Utah,40.3783,-111.7953,33986,2364
Windsor,Colorado,40.469,-104.9198,33905,2365
Gadsden,Alabama,34.0086,-86.0157,33881,2366
Walla Walla,Washington,46.0671,-118.3368,33842,2367
New City,New York,41.1542,-73.9912,33837,2368
Kearney,Nebraska,40.7011,-99.0833,33809,2369
Leawood,Kansas,38.9075,-94.6258,33784,2370
Baldwin,New York,40.6511,-73.6075,33776,2371
Martinez,Georgia,33.5209,-82.0985,33773,2372
Crown Point,Indiana,41.4143,-87.3457,33735,2373
Fallbrook,California,33.3693,-117.2259,33710,2374
Englewood,Colorado,39.6468,-104.9942,33634,2375
East Lake,Florida,28.1206,-82.6868,33629,2376
Goldsboro,North Carolina,35.3778,-77.9717,33566,2377
Ken Caryl,Colorado,39.577,-105.1144,33505,2378
Canton,Georgia,34.2467,-84.4897,33499,2379
West Little River,Florida,25.8571,-80.2367,33465,2380
Alabaster,Alabama,33.2198,-86.8225,33417,2381
Bell,California,33.9801,-118.1798,33377,2382
Kennesaw,Georgia,34.026,-84.6177,33360,2383
South Riding,Virginia,38.912,-77.5132,33358,2384
Menlo Park,California,37.4685,-122.1673,33324,2385
Buenaventura Lakes,Florida,28.3349,-81.3539,33284,2386
Bethel Park,Pennsylvania,40.3238,-80.0364,33275,2387
Petersburg,Virginia,37.2043,-77.3913,33261,2388
Cottonwood Heights,Utah,40.6137,-111.8144,33257,2389
Foster City,California,37.5553,-122.2659,33215,2390
Uniondale,New York,40.7176,-73.5947,33192,2391
Statesboro,Georgia,32.4375,-81.7751,33185,2392
Gillette,Wyoming,44.2752,-105.4982,33158,2393
Brooklyn Center,Minnesota,45.0681,-93.3162,33109,2394
Los Gatos,California,37.2304,-121.9562,33093,2395
Glendale Heights,Illinois,41.9196,-88.0785,33088,2396
Kingman,Arizona,35.217,-114.0105,33052,2397
Chester,Pennsylvania,39.8456,-75.3718,33048,2398
Harker Heights,Texas,31.0572,-97.6446,33036,2399
Dana Point,California,33.4733,-117.6967,33025,2400
Spring Valley,New York,41.1151,-74.0486,32963,2401
Syracuse,Utah,41.0859,-112.0698,32798,2402
St. Charles,Illinois,41.9193,-88.3109,32776,2403
Fair Oaks,California,38.6504,-121.2496,32754,2404
Sherwood,Arkansas,34.8507,-92.2029,32715,2405
Kaysville,Utah,41.029,-111.9456,32714,2406
Des Moines,Washington,47.3914,-122.3156,32667,2407
Goleta,California,34.4361,-119.8594,32640,2408
Cibolo,Texas,29.5634,-98.2115,32640,2409
Andover,Minnesota,45.2571,-93.3265,32639,2410
Rochester,New Hampshire,43.299,-70.9787,32573,2411
Helena,Montana,46.5965,-112.0202,32529,2412
Elk Grove Village,Illinois,42.0064,-87.9921,32498,2413
Spring Valley,California,32.7317,-116.9766,32496,2414
Garfield,New Jersey,40.8791,-74.1085,32472,2415
Ferry Pass,Florida,30.5205,-87.1899,32447,2416
Savage,Minnesota,44.7545,-93.3632,32441,2417
Beverly Hills,California,34.0786,-118.4021,32406,2418
Desert Hot Springs,California,33.955,-116.5429,32386,2419
Clearfield,Utah,41.103,-112.0238,32369,2420
Wheat Ridge,Colorado,39.7728,-105.1028,32263,2421
North Olmsted,Ohio,41.4149,-81.919,32244,2422
Massillon,Ohio,40.7838,-81.5254,32179,2423
Weatherford,Texas,32.7536,-97.7723,32168,2424
Pasadena,Maryland,39.1552,-76.5537,32161,2425
Nacogdoches,Texas,31.6134,-94.6528,32148,2426
Juneau,Alaska,58.4546,-134.1739,32108,2427
O'Fallon,Illinois,38.5974,-89.9148,32104,2428
Pekin,Illinois,40.5678,-89.6251,32075,2429
Florence,Kentucky,38.9899,-84.6471,32056,2430
Canyon Lake,Texas,29.8761,-98.2611,32035,2431
Rome,New York,43.226,-75.4909,32031,2432
Aiken,South Carolina,33.5303,-81.7271,32014,2433
Marrero,Louisiana,29.8871,-90.1126,32003,2434
Pullman,Washington,46.7336,-117.168,31972,2435
Franklin Square,New York,40.7002,-73.6775,31969,2436
Long Branch,New Jersey,40.2965,-73.9915,31932,2437
San Pablo,California,37.9629,-122.3426,31907,2438
Centereach,New York,40.8681,-73.0821,31889,2439
Maryville,Tennessee,35.7468,-83.9789,31876,2440
Cleburne,Texas,32.3568,-97.4151,31849,2441
Atwater,California,37.3529,-120.5959,31841,2442
Carlsbad,New Mexico,32.401,-104.2388,31755,2443
Duluth,Georgia,34.0053,-84.1492,31742,2444
Laramie,Wyoming,41.3099,-105.6085,31735,2445
Bangor,Maine,44.8323,-68.7906,31705,2446
Dania Beach,Florida,26.0593,-80.1637,31700,2447
Garner,North Carolina,35.6936,-78.6181,31684,2448
West Bend,Wisconsin,43.4173,-88.1818,31682,2449
Naugatuck,Connecticut,41.489,-73.0518,31653,2450
Mundelein,Illinois,42.2693,-88.0102,31583,2451
Holladay,Utah,40.66,-111.8226,31563,2452
Lawndale,California,33.8884,-118.3531,31553,2453
Lake Magdalene,Florida,28.0875,-82.4791,31546,2454
Oak Ridge,Tennessee,35.9639,-84.2938,31535,2455
Milford Mill,Maryland,39.3444,-76.7668,31513,2456
Prosper,Texas,33.2394,-96.8087,31507,2457
Oceanside,New York,40.6328,-73.6364,31488,2458
Cornelius,North Carolina,35.4724,-80.8813,31396,2459
Shawnee,Oklahoma,35.3531,-96.9647,31391,2460
New Bern,North Carolina,35.0955,-77.0723,31373,2461
Opelika,Alabama,32.6612,-85.3769,31361,2462
Ithaca,New York,42.4442,-76.5032,31359,2463
Nicholasville,Kentucky,37.8906,-84.5668,31352,2464
Redan,Georgia,33.7394,-84.1644,31326,2465
Bel Air North,Maryland,39.5543,-76.3732,31308,2466
Port Chester,New York,41.0051,-73.668,31288,2467
La Verne,California,34.1207,-117.7703,31239,2468
LaGrange,Georgia,33.0274,-85.0384,31173,2469
Laguna Hills,California,33.5918,-117.6991,31170,2470
Middle River,Maryland,39.3436,-76.4253,31155,2471
Orcutt,California,34.8691,-120.4222,31137,2472
Los Altos,California,37.3684,-122.0965,31133,2473
West Falls Church,Virginia,38.8648,-77.1878,31121,2474
North Royalton,Ohio,41.3138,-81.745,31120,2475
Sterling,Virginia,39.0052,-77.405,31058,2476
Hopkinsville,Kentucky,36.8381,-87.4775,31042,2477
Springfield,Virginia,38.781,-77.1839,31022,2478
Alamogordo,New Mexico,32.8837,-105.9625,30996,2479
Burlingame,California,37.5859,-122.3667,30995,2480
Bethany,Oregon,45.5614,-122.837,30983,2481
Lakeside,Florida,30.1356,-81.7674,30973,2482
Ballwin,Missouri,38.595,-90.55,30948,2483
SeaTac,Washington,47.4444,-122.2986,30927,2484
West Odessa,Texas,31.8389,-102.5003,30904,2485
North Chicago,Illinois,42.3172,-87.8595,30890,2486
Westfield,New Jersey,40.6516,-74.3432,30839,2487
Zionsville,Indiana,39.9897,-86.3182,30832,2488
Santa Paula,California,34.3545,-119.0656,30788,2489
Southlake,Texas,32.9545,-97.1503,30779,2490
Saratoga,California,37.2684,-122.0263,30771,2491
Northport,Alabama,33.2586,-87.5993,30714,2492
Newark,Delaware,39.6776,-75.7576,30655,2493
Niles,Illinois,42.0278,-87.8099,30637,2494
Eagle,Idaho,43.7223,-116.3866,30635,2495
Gurnee,Illinois,42.3708,-87.9392,30629,2496
Miami Lakes,Florida,25.9125,-80.3214,30621,2497
Bay Shore,New York,40.7288,-73.2495,30553,2498
Parkville,Maryland,39.3832,-76.5519,30520,2499
San Carlos,California,37.4982,-122.2677,30490,2500
North Tonawanda,New York,43.0457,-78.8659,30479,2501
Lawrenceville,Georgia,33.9523,-83.9932,30465,2502
Princeton,New Jersey,40.3562,-74.6693,30450,2503
New Smyrna Beach,Florida,29.0249,-80.9652,30449,2504
Erie,Colorado,40.0404,-105.0399,30447,2505
Austintown,Ohio,41.0932,-80.7405,30397,2506
Sanford,North Carolina,35.4875,-79.177,30373,2507
Eldersburg,Maryland,39.4041,-76.9528,30357,2508
Seguin,Texas,29.5891,-97.9676,30318,2509
Liberty,Missouri,39.2394,-94.4191,30299,2510
Bella Vista,Arkansas,36.4667,-94.2707,30297,2511
Drexel Heights,Arizona,32.1453,-111.048,30254,2512
Highland Park,Illinois,42.1823,-87.8104,30209,2513
Middletown,New York,41.4459,-74.4236,30169,2514
Bowling Green,Ohio,41.3776,-83.6495,30157,2515
Granger,Indiana,41.7374,-86.1348,30019,2516
Monterey,California,36.5919,-121.8808,30007,2517
Winter Park,Florida,28.5989,-81.3442,29985,2518
East Niles,California,35.3683,-118.9225,29981,2519
Chamblee,Georgia,33.8842,-84.3007,29980,2520
Vero Beach South,Florida,27.6132,-80.4163,29965,2521
Southgate,Michigan,42.2047,-83.2057,29948,2522
Banning,California,33.946,-116.8992,29929,2523
Galesburg,Illinois,40.9506,-90.3763,29923,2524
Algonquin,Illinois,42.1629,-88.3159,29888,2525
Gloucester,Massachusetts,42.626,-70.6897,29830,2526
Fitchburg,Wisconsin,42.9859,-89.4255,29826,2527
Fleming Island,Florida,30.0988,-81.7124,29810,2528
Raytown,Missouri,38.9944,-94.4641,29772,2529
San Lorenzo,California,37.6733,-122.1332,29759,2530
Atascadero,California,35.4827,-120.6858,29758,2531
Morrisville,North Carolina,35.8368,-78.8348,29756,2532
Fridley,Minnesota,45.0841,-93.2595,29731,2533
Summerlin South,Nevada,36.1242,-115.3324,29724,2534
